Sort,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,Analysis 
200,Homki 2005.04.06,1065,1,1,10,85,10,-75,Level A
214,SkyReaper 2006.02.12,834,1,1,10,110,30,-80,Level A
238,Birgie 2008.12.27,822,1,1,10,118,30,-88,Level B
241,konovalov 2001.07.05,1313,1,1,10,129,40,-89,Level A
286,coloradorover 2002.12.30,885,1,1,10,120,20,-100,Level A
379,WesternRed 1999.11.24,1126,1,1,10,135,10,-125,Level A
423,loserman 2006.03.29,887,1,0,10,154,20,-134,Level B
475,ktinfl 2009.08.06,866,1,1,10,165,20,-145,Level A
476,KarstenBlom 2006.01.13,1063,1,0,10,165,20,-145,Level A
608,returnofcaz 2006.03.02,1003,2,2,10,203,30,-173,Level A
618,DEDEE 2006.05.09,936,1,0,10,184,10,-174,Level A
672,sammyCmtww 2004.07.09,861,1,1,10,204,20,-184,Level A
717,Triplea 2003.03.16,826,1,1,10,216,20,-196,Level A
749,obao 2000.04.02,747,1,0,10,219,10,-209,Level B
786,LaFleurDeLys 2003.01.07,901,1,0,10,230,10,-220,Level A
806,mwcommander 2000.02.26,857,1,0,10,226,0,-226,Level A
824,coloradorover 2003.01.08,1023,1,1,10,232,0,-232,Level A
890,collmemasteur 2004.07.15,1008,2,2,10,275,20,-255,Level A
894,supriyasodhi 2006.06.20,854,1,0,10,266,10,-256,Level A
947,jcizotti 2005.09.18,900,1,1,10,281,10,-271,Level A
977,Scottrick 2005.06.26,1004,1,0,10,320,30,-290,Level A
987,forkboy 2005.11.29,1068,1,0,10,334,40,-294,Level A
1036,Funditor 2006.10.05,876,1,0,10,342,10,-332,Level B
1067,fjjvh 2009.04.05,665,2,0,10,386,20,-366,Level A
1075,dustbuni 2006.08.30,909,1,0,10,377,0,-377,Level A
1088,Foufoutos 2004.09.05,854,1,0,10,406,10,-396,Level A
1092,stickyfinger 2003.12.01,1022,1,0,10,434,30,-404,Level A
1095,LaFleurDeLys 2003.01.24,862,1,0,10,429,20,-409,Level A
1103,aikloong 2002.07.03,747,2,0,10,428,10,-418,Level A
2,IvoSt 2006.06.09,905,1,1,9,18,89,71,Level A
33,DunnMark 2004.01.13,1167,1,1,9,54,56,2,Level A
39,HGBoone 2006.09.22,987,1,1,9,45,44,-1,Level B
46,Buoy 2000.03.19,1220,2,2,9,61,56,-5,Level A
76,Melko 2004.02.16,990,1,1,9,93,67,-26,Level A
84,MnM 2000.02.26,1091,1,1,9,74,44,-30,Level A
135,Giuditta 2003.03.31,980,1,1,9,86,33,-53,Level A
213,pacetaker 2002.12.26,1125,1,1,9,124,44,-80,Level A
226,MartyL 2005.06.26,897,1,1,9,128,44,-84,Level A
265,subwoofer 2006.11.25,1092,1,1,9,139,44,-95,Level A
291,twilc 2006.06.19,832,1,0,9,146,44,-102,Level A
344,ferking 2006.06.20,1118,1,1,9,160,44,-116,Level A
388,BothFeet 2005.07.11,972,1,1,9,150,22,-128,Level A
414,nicknator 2006.05.04,1050,1,1,9,155,22,-133,Level A
459,hotwheela 2006.12.23,784,1,1,9,164,22,-142,Level A
471,CashCow 2004.01.13,831,1,0,9,155,11,-144,Level A
579,Damagical 2006.03.26,1103,1,1,9,189,22,-167,Level A
622,zephrys 2006.11.12,932,1,1,9,232,56,-176,Level A
675,hungerartist 2006.06.09,1013,1,0,9,218,33,-185,Level A
697,StrwberyNBanana 2000.02.16,1002,1,1,9,214,22,-192,Level A
722,achimdragos 2006.08.21,844,1,1,9,244,44,-200,Level B
727,sammyCmtww 2004.07.03,809,2,1,9,213,11,-202,Level A
743,twilc 2006.06.11,951,1,0,9,218,11,-207,Level A
812,bonillaice 2005.07.11,949,1,0,9,250,22,-228,Level A
860,Nemobxl 2006.05.04,901,1,0,9,266,22,-244,Level A
898,KoolBreez 2006.03.26,868,1,0,9,292,33,-259,Level A
926,americanista 2005.11.17,868,1,1,9,287,22,-265,Level A
939,blevente 2006.10.16,958,3,3,9,302,33,-269,Level A
944,BigIrish 2006.01.14,975,1,0.5,9,315,44,-271,Level B
1011,hotwheelb 2006.11.25,881,1,0,9,310,0,-310,Level A
1051,hungerartist 2006.08.21,1090,1,0,9,366,22,-344,Level B
1076,cubcadet 2006.02.13,943,1,0,9,390,11,-379,Level A
20,LeFol 2006.06.11,1041,1,1,8,49,63,14,Level A
77,skuller 2002.07.03,1065,2,2,8,88,62,-26,Level A
121,basitian 2005.03.17,1001,1,1,8,86,38,-48,Level A
130,prodenter 2006.02.13,1041,1,1,8,102,50,-52,Level A
209,SamuelJunior 2006.06.28,978,1,1,8,142,63,-79,Level A
220,puzzledmindLady 2005.08.07,1022,1,1,8,120,38,-82,Level B
224,metallicguy 2006.10.05,885,1,1,8,147,63,-84,Level B
257,hwqa 2004.09.25,1055,1,1,8,131,38,-93,Level B
321,uvrays 2006.03.14,832,1,0,8,148,38,-110,Level A
324,loserman 2006.02.13,811,1,0,8,150,38,-112,Level A
387,WardBurtonfan 2003.01.24,892,1,0,8,166,38,-128,Level A
452,JWest 2002.07.30,916,1,1,8,204,63,-141,Level A
483,eaglesloft 2003.03.04,1004,1,1,8,160,13,-147,Level A
580,Pfistou 2005.12.24,1112,1,1,8,206,38,-168,Level A
589,Nemobxl 2006.04.10,820,1,1,8,207,38,-169,Level A
602,Issaac 2003.02.28,1071,1,0,8,184,13,-171,Level A
636,Agenbite 1999.11.16,679,1,0,8,204,25,-179,Level A
656,PacManVideoGame 2005.10.05,941,1,1,8,232,50,-182,Level A
686,rtgreen 2005.09.07,925,1,0,8,240,50,-190,Level A
712,marcuscole 2006.05.05,881,1,0,8,246,50,-196,Level A
741,iansss 2006.05.05,923,1,1,8,231,25,-206,Level A
756,colpitts 2004.09.05,1064,1,1,8,236,25,-211,Level A
849,MischiMaestro 2005.04.18,999,1,1,8,253,13,-240,Level A
893,wiky 2006.02.19,1002,1,0,8,281,25,-256,Level A
922,HerrGott 2006.08.21,1043,1,0,8,277,13,-264,Level A
933,hawklady 2004.01.09,819,1,0,8,279,13,-266,Level A
937,zhouzhaowu 2009.04.05,871,1,1,8,280,13,-267,Level A
943,LaFleurDeLys 2003.01.13,854,1,0,8,270,0,-270,Level A
945,Caledonian 2006.05.02,877,1,0,8,309,38,-271,Level A
997,southwestco 2004.07.06,799,2,0,8,324,25,-299,Level A
1023,createwaves 2001.07.02,903,1,0,8,334,13,-321,Level A
1038,Joinedup 2005.02.03,925,1,0,8,360,25,-335,Level A
1069,uvrays 2006.10.17,878,1,0,8,368,0,-368,Level A
1070,hwm 2005.04.28,933,1,0,8,384,13,-371,Level A
1071,fjjvh 2009.04.02,667,2,0,8,397,25,-372,Level A
1082,CashCow 2002.08.11,891,1,0,8,391,0,-391,Level A
1102,dustbuni 2006.04.25,966,1,0,8,416,0,-416,Level A
1142,medilein 2005.02.21,1032,1,1,8,576,0,-576,Level A
